order_details_id,order_id,pizza_id,quantity
9308,4077,ital_veggie_s,00:00:01
9309,4077,mexicana_m,00:00:01
9310,4077,sicilian_l,00:00:01
9311,4077,spin_pesto_l,00:00:01
9312,4077,thai_ckn_l,00:00:01
9313,4077,veggie_veg_m,00:00:01
9314,4078,four_cheese_l,00:00:01
9315,4078,hawaiian_s,00:00:01
9316,4078,pepperoni_m,00:00:01
9317,4078,veggie_veg_s,00:00:01
9318,4079,bbq_ckn_l,00:00:01
9319,4080,classic_dlx_m,00:00:01
9320,4080,the_greek_s,00:00:01
9321,4081,southw_ckn_l,00:00:01
9322,4082,bbq_ckn_m,00:00:01
9323,4082,pep_msh_pep_s,00:00:01
9324,4083,classic_dlx_s,00:00:01
9325,4083,spin_pesto_l,00:00:01
9326,4083,thai_ckn_l,00:00:01
9327,4084,thai_ckn_s,00:00:01
9328,4085,mexicana_l,00:00:01
9329,4086,mediterraneo_l,00:00:01
9330,4086,thai_ckn_l,00:00:01
9331,4087,big_meat_s,00:00:01
9332,4087,five_cheese_l,00:00:01
9333,4087,southw_ckn_s,00:00:01
9334,4088,pep_msh_pep_s,00:00:01
9335,4088,the_greek_l,00:00:01
9336,4089,brie_carre_s,00:00:01
9337,4089,four_cheese_l,00:00:01
9338,4089,ital_supr_m,00:00:01
9339,4089,spicy_ital_l,00:00:01
9340,4090,cali_ckn_m,00:00:01
9341,4090,southw_ckn_m,00:00:01
9342,4091,green_garden_s,00:00:01
9343,4091,thai_ckn_l,00:00:01
9344,4092,four_cheese_l,00:00:01
9345,4092,green_garden_m,00:00:01
9346,4093,classic_dlx_s,00:00:01
9347,4093,five_cheese_l,00:00:01
9348,4093,prsc_argla_s,00:00:01
9349,4093,spicy_ital_l,00:00:01
9350,4094,big_meat_s,00:00:01
9351,4095,mediterraneo_s,00:00:01
9352,4096,spinach_supr_l,00:00:01
9353,4097,ckn_pesto_l,00:00:01
9354,4097,hawaiian_l,00:00:01
9355,4097,mexicana_l,00:00:01
9356,4097,pep_msh_pep_s,00:00:01
9357,4098,hawaiian_s,00:00:01
9358,4098,spicy_ital_l,00:00:01
9359,4099,brie_carre_s,00:00:01
9360,4099,green_garden_m,00:00:01
9361,4100,hawaiian_l,00:00:01
9362,4101,ital_cpcllo_l,00:00:01
9363,4102,big_meat_s,00:00:01
9364,4102,ckn_pesto_l,00:00:01
9365,4103,big_meat_s,00:00:01
9366,4103,pepperoni_s,00:00:01
9367,4103,sicilian_l,00:00:01
9368,4103,spicy_ital_s,00:00:01
9369,4104,southw_ckn_l,00:00:01
9370,4105,bbq_ckn_m,00:00:01
9371,4105,ital_cpcllo_l,00:00:01
9372,4105,mexicana_m,00:00:01
9373,4105,veggie_veg_s,00:00:01
9374,4106,big_meat_s,00:00:01
9375,4106,napolitana_l,00:00:01
9376,4107,ital_supr_l,00:00:01
9377,4107,pep_msh_pep_s,00:00:01
9378,4108,bbq_ckn_l,00:00:01
9379,4108,four_cheese_m,00:00:01
9380,4108,mexicana_m,00:00:01
9381,4108,spicy_ital_l,00:00:01
9382,4109,cali_ckn_l,00:00:01
9383,4109,ital_cpcllo_l,00:00:01
9384,4109,ital_veggie_m,00:00:01
9385,4109,sicilian_m,00:00:01
9386,4110,four_cheese_l,00:00:01
9387,4110,ital_cpcllo_l,00:00:01
9388,4110,ital_supr_s,00:00:01
9389,4110,thai_ckn_l,00:00:01
9390,4111,four_cheese_l,00:00:01
9391,4111,green_garden_s,00:00:01
9392,4112,big_meat_s,00:00:01
9393,4112,ckn_pesto_m,00:00:01
9394,4112,thai_ckn_l,00:00:01
9395,4113,spicy_ital_l,00:00:01
9396,4114,sicilian_l,00:00:01
9397,4115,veggie_veg_l,00:00:01
9398,4116,thai_ckn_s,00:00:01
9399,4117,southw_ckn_l,00:00:01
9400,4118,peppr_salami_l,00:00:01
9401,4119,napolitana_l,00:00:01
9402,4120,napolitana_s,00:00:01
9403,4120,pep_msh_pep_l,00:00:01
9404,4121,brie_carre_s,00:00:01
9405,4121,five_cheese_l,00:00:01
9406,4121,hawaiian_l,00:00:01
9407,4121,ital_veggie_m,00:00:01
9408,4122,mediterraneo_m,00:00:01
9409,4122,southw_ckn_m,00:00:01
9410,4122,veggie_veg_l,00:00:01
9411,4123,big_meat_s,00:00:02
9412,4123,calabrese_m,00:00:01
9413,4123,cali_ckn_l,00:00:01
9414,4123,ckn_alfredo_l,00:00:01
9415,4123,five_cheese_l,00:00:01
9416,4123,green_garden_m,00:00:01
9417,4123,hawaiian_s,00:00:01
9418,4123,ital_supr_m,00:00:01
9419,4123,mexicana_m,00:00:01
9420,4123,thai_ckn_l,00:00:01
9421,4123,the_greek_s,00:00:01
9422,4124,five_cheese_l,00:00:01
9423,4124,pepperoni_m,00:00:01
9424,4124,spinach_fet_s,00:00:01
9425,4124,thai_ckn_m,00:00:01
9426,4125,bbq_ckn_s,00:00:01
9427,4126,sicilian_s,00:00:01
9428,4127,thai_ckn_l,00:00:01
9429,4128,southw_ckn_s,00:00:01
9430,4129,five_cheese_l,00:00:01
9431,4130,calabrese_l,00:00:01
9432,4130,cali_ckn_l,00:00:01
9433,4130,southw_ckn_m,00:00:01
9434,4131,bbq_ckn_m,00:00:01
9435,4131,bbq_ckn_s,00:00:01
9436,4131,classic_dlx_m,00:00:01
9437,4131,mediterraneo_s,00:00:01
9438,4131,mexicana_m,00:00:01
9439,4131,pepperoni_m,00:00:01
9440,4131,veggie_veg_l,00:00:01
9441,4132,green_garden_s,00:00:01
9442,4132,mexicana_l,00:00:01
9443,4132,southw_ckn_s,00:00:01
9444,4132,spinach_supr_s,00:00:01
9445,4133,southw_ckn_l,00:00:01
9446,4134,four_cheese_l,00:00:01
9447,4134,ital_cpcllo_l,00:00:01
9448,4135,cali_ckn_l,00:00:01
9449,4135,thai_ckn_l,00:00:01
9450,4136,classic_dlx_s,00:00:01
9451,4136,prsc_argla_s,00:00:01
9452,4136,sicilian_m,00:00:01
9453,4136,the_greek_xl,00:00:01
9454,4136,veggie_veg_s,00:00:01
9455,4137,spinach_fet_s,00:00:01
9456,4138,pep_msh_pep_s,00:00:01
9457,4138,spin_pesto_m,00:00:01
9458,4139,four_cheese_l,00:00:01
9459,4140,pepperoni_m,00:00:01
9460,4141,ital_supr_m,00:00:01
9461,4142,prsc_argla_m,00:00:01
9462,4142,spinach_supr_m,00:00:01
9463,4143,thai_ckn_s,00:00:01
9464,4144,big_meat_s,00:00:01
9465,4144,the_greek_xl,00:00:01
9466,4145,mexicana_l,00:00:01
9467,4145,soppressata_s,00:00:01
9468,4145,spinach_fet_m,00:00:01
9469,4145,thai_ckn_l,00:00:01
9470,4146,mexicana_s,00:00:01
9471,4147,ital_cpcllo_l,00:00:01
9472,4147,peppr_salami_l,00:00:01
9473,4147,spicy_ital_l,00:00:02
9474,4148,thai_ckn_s,00:00:01
9475,4149,cali_ckn_m,00:00:01
9476,4149,five_cheese_l,00:00:01
9477,4150,brie_carre_s,00:00:01
9478,4150,mediterraneo_l,00:00:01
9479,4150,sicilian_l,00:00:01
9480,4150,spicy_ital_s,00:00:01
9481,4151,soppressata_s,00:00:01
9482,4151,spinach_fet_l,00:00:01
9483,4152,hawaiian_l,00:00:01
9484,4152,ital_veggie_l,00:00:01
9485,4153,southw_ckn_l,00:00:01
9486,4153,thai_ckn_s,00:00:01
9487,4154,ckn_alfredo_l,00:00:01
9488,4155,five_cheese_l,00:00:01
9489,4155,hawaiian_s,00:00:01
9490,4155,southw_ckn_m,00:00:01
9491,4156,cali_ckn_m,00:00:01
9492,4157,hawaiian_l,00:00:01
9493,4158,calabrese_m,00:00:01
9494,4158,mexicana_m,00:00:01
9495,4159,veggie_veg_s,00:00:01
9496,4160,southw_ckn_m,00:00:01
9497,4160,thai_ckn_l,00:00:01
9498,4161,cali_ckn_m,00:00:01
9499,4161,five_cheese_l,00:00:01
9500,4161,spin_pesto_m,00:00:01
9501,4162,big_meat_s,00:00:01
9502,4162,four_cheese_m,00:00:01
9503,4162,pepperoni_s,00:00:01
9504,4163,classic_dlx_s,00:00:01
9505,4164,four_cheese_m,00:00:01
9506,4165,peppr_salami_m,00:00:01
9507,4165,prsc_argla_m,00:00:01
9508,4166,five_cheese_l,00:00:01
9509,4166,four_cheese_m,00:00:01
9510,4166,southw_ckn_m,00:00:01
9511,4166,spicy_ital_m,00:00:01
9512,4167,big_meat_s,00:00:01
9513,4167,ckn_alfredo_m,00:00:01
9514,4167,southw_ckn_l,00:00:01
9515,4167,veggie_veg_s,00:00:01
9516,4168,cali_ckn_m,00:00:01
9517,4168,napolitana_s,00:00:01
9518,4169,cali_ckn_l,00:00:01
9519,4170,bbq_ckn_l,00:00:01
9520,4170,big_meat_s,00:00:01
9521,4170,spinach_fet_m,00:00:01
9522,4171,veggie_veg_m,00:00:01
9523,4172,four_cheese_m,00:00:01
9524,4173,classic_dlx_m,00:00:01
9525,4173,spin_pesto_s,00:00:01
9526,4174,green_garden_s,00:00:01
9527,4175,green_garden_m,00:00:01
9528,4176,mediterraneo_l,00:00:01
9529,4177,calabrese_s,00:00:01
9530,4177,mexicana_m,00:00:01
9531,4177,pep_msh_pep_m,00:00:01
9532,4177,pepperoni_s,00:00:01
9533,4178,cali_ckn_l,00:00:02
9534,4178,pep_msh_pep_s,00:00:01
9535,4179,prsc_argla_l,00:00:01
9536,4180,hawaiian_m,00:00:01
9537,4180,peppr_salami_s,00:00:01
9538,4181,bbq_ckn_l,00:00:01
9539,4182,cali_ckn_m,00:00:01
9540,4182,mexicana_m,00:00:01
9541,4182,spicy_ital_l,00:00:01
9542,4183,pepperoni_m,00:00:01
9543,4184,four_cheese_m,00:00:01
9544,4184,napolitana_l,00:00:01
9545,4184,peppr_salami_l,00:00:01
9546,4184,prsc_argla_l,00:00:01
9547,4184,prsc_argla_m,00:00:01
9548,4185,calabrese_l,00:00:01
9549,4186,bbq_ckn_s,00:00:01
9550,4186,brie_carre_s,00:00:01
9551,4186,cali_ckn_m,00:00:01
9552,4186,green_garden_m,00:00:02
9553,4186,ital_cpcllo_l,00:00:01
9554,4186,ital_supr_m,00:00:01
9555,4186,ital_veggie_m,00:00:01
9556,4186,napolitana_s,00:00:01
9557,4186,prsc_argla_l,00:00:01
9558,4186,southw_ckn_l,00:00:01
9559,4186,spinach_fet_s,00:00:02
9560,4186,thai_ckn_l,00:00:01
9561,4187,ckn_alfredo_m,00:00:01
9562,4188,thai_ckn_m,00:00:01
9563,4189,bbq_ckn_l,00:00:01
9564,4189,classic_dlx_l,00:00:01
9565,4189,five_cheese_l,00:00:02
9566,4189,four_cheese_l,00:00:01
9567,4189,ital_supr_m,00:00:01
9568,4190,five_cheese_l,00:00:01
9569,4191,bbq_ckn_l,00:00:01
9570,4192,soppressata_s,00:00:01
9571,4192,spinach_supr_l,00:00:01
9572,4193,sicilian_m,00:00:01
9573,4194,four_cheese_l,00:00:01
9574,4194,napolitana_s,00:00:01
9575,4194,pep_msh_pep_s,00:00:01
9576,4195,bbq_ckn_l,00:00:01
9577,4195,four_cheese_l,00:00:01
9578,4195,pep_msh_pep_m,00:00:01
9579,4195,sicilian_l,00:00:01
9580,4196,the_greek_xl,00:00:01
9581,4197,ital_supr_l,00:00:01
9582,4198,spinach_fet_m,00:00:01
9583,4198,veggie_veg_m,00:00:01
9584,4199,four_cheese_l,00:00:01
9585,4199,mexicana_m,00:00:01
9586,4200,four_cheese_l,00:00:01
9587,4201,sicilian_l,00:00:01
9588,4201,spinach_fet_l,00:00:01
9589,4202,big_meat_s,00:00:01
9590,4202,calabrese_m,00:00:01
9591,4203,calabrese_m,00:00:01
9592,4203,hawaiian_l,00:00:01
9593,4203,hawaiian_s,00:00:01
9594,4204,pepperoni_m,00:00:01
9595,4204,spinach_supr_m,00:00:01
9596,4205,brie_carre_s,00:00:01
9597,4205,pep_msh_pep_m,00:00:01
9598,4206,calabrese_m,00:00:01
9599,4206,cali_ckn_l,00:00:01
9600,4206,ital_veggie_m,00:00:01
9601,4206,veggie_veg_s,00:00:01
9602,4207,four_cheese_l,00:00:01
9603,4207,pep_msh_pep_s,00:00:01
9604,4207,prsc_argla_l,00:00:01
9605,4207,prsc_argla_m,00:00:01
9606,4208,ckn_pesto_s,00:00:01
9607,4208,green_garden_s,00:00:01
9608,4208,spicy_ital_s,00:00:01
9609,4209,ckn_pesto_s,00:00:01
9610,4209,veggie_veg_l,00:00:01
9611,4210,cali_ckn_s,00:00:01
9612,4210,ital_supr_s,00:00:01
9613,4211,bbq_ckn_l,00:00:01
9614,4211,brie_carre_s,00:00:01
9615,4212,brie_carre_s,00:00:01
9616,4212,spin_pesto_s,00:00:01
9617,4213,four_cheese_l,00:00:01
9618,4213,pep_msh_pep_m,00:00:01
9619,4214,bbq_ckn_l,00:00:01
9620,4215,four_cheese_m,00:00:01
9621,4215,ital_supr_m,00:00:01
9622,4216,big_meat_s,00:00:01
9623,4216,pep_msh_pep_s,00:00:01
9624,4216,southw_ckn_m,00:00:01
9625,4216,thai_ckn_l,00:00:01
9626,4217,four_cheese_l,00:00:01
9627,4218,spin_pesto_l,00:00:01
9628,4219,bbq_ckn_s,00:00:01
9629,4219,prsc_argla_m,00:00:01
9630,4220,mediterraneo_l,00:00:01
9631,4220,sicilian_s,00:00:01
9632,4220,veggie_veg_l,00:00:01
9633,4221,classic_dlx_l,00:00:01
9634,4222,ital_supr_l,00:00:01
9635,4223,veggie_veg_s,00:00:01
9636,4224,classic_dlx_m,00:00:01
9637,4224,five_cheese_l,00:00:01
9638,4224,prsc_argla_m,00:00:01
9639,4225,napolitana_m,00:00:01
9640,4225,napolitana_s,00:00:01
9641,4226,four_cheese_l,00:00:01
9642,4227,pep_msh_pep_s,00:00:01
9643,4227,spin_pesto_s,00:00:01
9644,4228,big_meat_s,00:00:01
9645,4228,ckn_pesto_l,00:00:01
9646,4228,classic_dlx_m,00:00:01
9647,4229,sicilian_s,00:00:01
9648,4230,sicilian_m,00:00:01
9649,4231,ital_cpcllo_m,00:00:01
9650,4231,southw_ckn_l,00:00:01
9651,4232,big_meat_s,00:00:01
9652,4232,classic_dlx_m,00:00:01
9653,4232,hawaiian_l,00:00:01
9654,4232,hawaiian_s,00:00:01
9655,4232,ital_cpcllo_s,00:00:01
9656,4232,pepperoni_l,00:00:01
9657,4232,pepperoni_m,00:00:01
9658,4232,peppr_salami_m,00:00:01
9659,4232,sicilian_m,00:00:01
9660,4232,sicilian_s,00:00:02
9661,4232,the_greek_s,00:00:01
9662,4232,the_greek_xl,00:00:01
9663,4233,four_cheese_m,00:00:01
9664,4233,prsc_argla_m,00:00:01
9665,4233,the_greek_m,00:00:01
9666,4234,four_cheese_l,00:00:01
9667,4234,pepperoni_m,00:00:01
9668,4235,green_garden_s,00:00:01
9669,4235,hawaiian_s,00:00:01
9670,4235,pep_msh_pep_m,00:00:01
9671,4235,spicy_ital_l,00:00:01
9672,4235,spinach_fet_s,00:00:01
9673,4236,cali_ckn_m,00:00:01
9674,4236,hawaiian_s,00:00:01
9675,4236,pepperoni_m,00:00:01
9676,4237,thai_ckn_s,00:00:01
9677,4238,classic_dlx_m,00:00:01
9678,4238,mexicana_l,00:00:01
9679,4238,pep_msh_pep_s,00:00:01
9680,4238,soppressata_s,00:00:01
9681,4239,pep_msh_pep_l,00:00:01
9682,4240,ital_cpcllo_s,00:00:01
9683,4240,veggie_veg_l,00:00:01
9684,4241,big_meat_s,00:00:01
9685,4241,thai_ckn_l,00:00:01
9686,4242,bbq_ckn_m,00:00:01
9687,4243,four_cheese_l,00:00:01
9688,4244,big_meat_s,00:00:01
9689,4244,ital_supr_m,00:00:01
9690,4244,sicilian_s,00:00:01
9691,4245,cali_ckn_s,00:00:01
9692,4245,classic_dlx_s,00:00:01
9693,4245,pepperoni_m,00:00:01
9694,4245,spin_pesto_m,00:00:01
9695,4246,ckn_alfredo_m,00:00:01
9696,4247,classic_dlx_m,00:00:01
9697,4247,four_cheese_l,00:00:01
9698,4247,pepperoni_l,00:00:01
9699,4247,spinach_fet_l,00:00:01
9700,4248,big_meat_s,00:00:01
9701,4248,ital_cpcllo_s,00:00:01
9702,4249,ital_cpcllo_l,00:00:01
9703,4249,mediterraneo_s,00:00:01
9704,4250,big_meat_s,00:00:01
9705,4250,napolitana_s,00:00:01
9706,4251,ital_veggie_s,00:00:01
9707,4251,sicilian_s,00:00:01
9708,4251,thai_ckn_s,00:00:01
9709,4252,five_cheese_l,00:00:01
9710,4253,thai_ckn_l,00:00:01
9711,4253,thai_ckn_m,00:00:01
9712,4254,classic_dlx_s,00:00:01
9713,4254,sicilian_m,00:00:01
9714,4254,veggie_veg_m,00:00:01
9715,4255,prsc_argla_m,00:00:01
9716,4256,mexicana_l,00:00:01
9717,4256,napolitana_l,00:00:01
9718,4257,bbq_ckn_l,00:00:01
9719,4257,ckn_alfredo_m,00:00:01
9720,4257,southw_ckn_m,00:00:01
9721,4258,southw_ckn_m,00:00:01
9722,4259,big_meat_s,00:00:01
9723,4259,pepperoni_l,00:00:01
9724,4260,southw_ckn_l,00:00:01
9725,4260,southw_ckn_m,00:00:01
9726,4261,bbq_ckn_m,00:00:01
9727,4261,hawaiian_s,00:00:01
9728,4261,pepperoni_m,00:00:01
9729,4261,veggie_veg_l,00:00:01
9730,4262,green_garden_m,00:00:01
9731,4263,spin_pesto_m,00:00:01
9732,4263,thai_ckn_l,00:00:01
9733,4263,the_greek_m,00:00:01
9734,4264,classic_dlx_m,00:00:01
9735,4264,mexicana_l,00:00:01
9736,4264,napolitana_s,00:00:01
9737,4264,pepperoni_s,00:00:01
9738,4265,big_meat_s,00:00:02
9739,4265,spicy_ital_m,00:00:01
9740,4266,bbq_ckn_l,00:00:01
9741,4266,big_meat_s,00:00:01
9742,4266,thai_ckn_s,00:00:01
9743,4267,big_meat_s,00:00:01
9744,4267,cali_ckn_l,00:00:01
9745,4267,thai_ckn_m,00:00:01
9746,4268,classic_dlx_m,00:00:01
9747,4269,classic_dlx_s,00:00:01
9748,4269,ital_supr_m,00:00:01
9749,4269,southw_ckn_l,00:00:01
9750,4269,the_greek_xl,00:00:01
9751,4270,mexicana_l,00:00:01
9752,4270,pep_msh_pep_m,00:00:01
9753,4271,big_meat_s,00:00:01
9754,4271,brie_carre_s,00:00:01
9755,4271,thai_ckn_m,00:00:01
9756,4272,prsc_argla_m,00:00:01
9757,4272,spinach_supr_m,00:00:01
9758,4273,mexicana_l,00:00:02
9759,4273,pep_msh_pep_l,00:00:01
9760,4273,pepperoni_m,00:00:01
9761,4274,four_cheese_l,00:00:01
9762,4275,ckn_pesto_m,00:00:01
9763,4276,ital_cpcllo_m,00:00:01
9764,4276,ital_supr_m,00:00:01
9765,4276,ital_veggie_l,00:00:01
9766,4276,spinach_fet_s,00:00:01
9767,4277,ital_supr_s,00:00:01
9768,4277,ital_veggie_m,00:00:01
9769,4278,bbq_ckn_m,00:00:01
9770,4278,thai_ckn_l,00:00:01
9771,4279,soppressata_m,00:00:01
9772,4279,veggie_veg_m,00:00:01
9773,4280,mexicana_m,00:00:01
9774,4281,sicilian_s,00:00:01
9775,4282,mediterraneo_l,00:00:01
9776,4282,thai_ckn_l,00:00:01
9777,4283,four_cheese_m,00:00:01
9778,4283,hawaiian_m,00:00:01
9779,4284,bbq_ckn_s,00:00:01
9780,4284,thai_ckn_l,00:00:01
9781,4285,classic_dlx_m,00:00:01
9782,4285,ital_cpcllo_l,00:00:01
9783,4285,peppr_salami_m,00:00:01
9784,4285,spin_pesto_s,00:00:01
9785,4286,spin_pesto_l,00:00:01
9786,4287,big_meat_s,00:00:01
9787,4287,hawaiian_m,00:00:01
9788,4288,big_meat_s,00:00:01
9789,4288,ital_veggie_l,00:00:01
9790,4288,spin_pesto_s,00:00:01
9791,4289,five_cheese_l,00:00:01
9792,4289,ital_supr_m,00:00:01
9793,4289,southw_ckn_l,00:00:01
9794,4290,pepperoni_m,00:00:01
9795,4290,spicy_ital_m,00:00:01
9796,4290,spinach_fet_l,00:00:01
9797,4291,green_garden_s,00:00:01
9798,4291,the_greek_s,00:00:01
9799,4292,pepperoni_m,00:00:01
9800,4292,spinach_fet_s,00:00:01
9801,4292,thai_ckn_s,00:00:01
9802,4292,the_greek_xl,00:00:01
9803,4293,ital_cpcllo_l,00:00:01
9804,4294,bbq_ckn_s,00:00:01
9805,4294,spinach_fet_l,00:00:01
9806,4295,big_meat_s,00:00:01
9807,4295,four_cheese_l,00:00:01
9808,4295,pepperoni_l,00:00:01
9809,4295,spinach_fet_m,00:00:01
9810,4296,spinach_supr_l,00:00:01
9811,4297,bbq_ckn_s,00:00:01
9812,4297,cali_ckn_s,00:00:01
9813,4297,ckn_alfredo_l,00:00:01
9814,4297,spinach_fet_s,00:00:01
9815,4298,ckn_pesto_m,00:00:01
9816,4298,ital_cpcllo_l,00:00:01
9817,4299,thai_ckn_m,00:00:01
9818,4300,bbq_ckn_l,00:00:01
9819,4300,bbq_ckn_s,00:00:01
9820,4300,calabrese_m,00:00:01
9821,4301,four_cheese_m,00:00:01
9822,4301,napolitana_l,00:00:01
9823,4302,soppressata_s,00:00:01
9824,4303,cali_ckn_m,00:00:01
9825,4303,spicy_ital_l,00:00:01
9826,4304,green_garden_m,00:00:01
9827,4305,bbq_ckn_m,00:00:01
9828,4305,cali_ckn_s,00:00:01
9829,4305,five_cheese_l,00:00:01
9830,4305,ital_veggie_m,00:00:01
9831,4305,napolitana_l,00:00:01
9832,4305,pep_msh_pep_s,00:00:01
9833,4305,pepperoni_l,00:00:01
9834,4305,prsc_argla_s,00:00:01
9835,4305,sicilian_s,00:00:01
9836,4305,soppressata_l,00:00:01
9837,4305,spinach_fet_s,00:00:01
9838,4305,thai_ckn_m,00:00:01
9839,4305,thai_ckn_s,00:00:01
9840,4305,veggie_veg_l,00:00:01
9841,4306,cali_ckn_l,00:00:01
9842,4306,mexicana_l,00:00:01
9843,4306,soppressata_m,00:00:01
9844,4306,the_greek_m,00:00:01
9845,4307,the_greek_xxl,00:00:01
9846,4308,green_garden_s,00:00:01
9847,4308,mexicana_s,00:00:01
9848,4309,four_cheese_l,00:00:01
9849,4310,hawaiian_l,00:00:01
9850,4310,napolitana_s,00:00:01
9851,4310,southw_ckn_m,00:00:01
9852,4310,spicy_ital_l,00:00:01
9853,4311,ital_supr_m,00:00:01
9854,4311,mexicana_l,00:00:01
9855,4311,thai_ckn_l,00:00:01
9856,4312,cali_ckn_s,00:00:01
9857,4313,peppr_salami_s,00:00:01
9858,4314,pep_msh_pep_l,00:00:01
9859,4314,veggie_veg_l,00:00:01
9860,4314,veggie_veg_m,00:00:01
9861,4314,veggie_veg_s,00:00:01
9862,4315,four_cheese_l,00:00:01
9863,4315,spinach_supr_m,00:00:01
9864,4316,five_cheese_l,00:00:01
9865,4317,big_meat_s,00:00:02
9866,4317,ckn_alfredo_m,00:00:01
9867,4317,pep_msh_pep_l,00:00:01
9868,4318,sicilian_s,00:00:01
9869,4319,napolitana_l,00:00:01
9870,4319,spinach_fet_l,00:00:01
9871,4320,ital_veggie_l,00:00:01
9872,4320,napolitana_s,00:00:01
9873,4320,pepperoni_l,00:00:01
9874,4321,spinach_supr_s,00:00:01
9875,4322,classic_dlx_m,00:00:01
9876,4322,ital_cpcllo_l,00:00:01
9877,4322,sicilian_s,00:00:01
9878,4323,napolitana_m,00:00:01
9879,4323,spin_pesto_s,00:00:01
9880,4324,the_greek_s,00:00:01
9881,4325,ital_veggie_m,00:00:01
9882,4325,sicilian_m,00:00:01
9883,4326,big_meat_s,00:00:01
9884,4326,spicy_ital_s,00:00:01
9885,4327,prsc_argla_l,00:00:01
9886,4328,sicilian_l,00:00:01
9887,4329,calabrese_m,00:00:01
9888,4329,sicilian_m,00:00:01
9889,4330,cali_ckn_m,00:00:01
9890,4330,classic_dlx_m,00:00:01
9891,4330,the_greek_xl,00:00:01
9892,4331,four_cheese_l,00:00:01
9893,4331,pepperoni_m,00:00:01
9894,4332,bbq_ckn_l,00:00:01
9895,4333,big_meat_s,00:00:01
9896,4333,spinach_fet_s,00:00:01
9897,4334,peppr_salami_l,00:00:01
9898,4335,mexicana_l,00:00:01
9899,4336,sicilian_m,00:00:01
9900,4337,hawaiian_s,00:00:01
9901,4337,spicy_ital_l,00:00:01
9902,4338,spicy_ital_l,00:00:01
9903,4339,soppressata_s,00:00:01
9904,4340,calabrese_m,00:00:01
9905,4340,ital_cpcllo_l,00:00:01
9906,4341,pep_msh_pep_l,00:00:01
9907,4341,prsc_argla_l,00:00:01
9908,4342,ital_supr_l,00:00:01
9909,4342,pep_msh_pep_s,00:00:01
9910,4342,peppr_salami_s,00:00:01
9911,4342,spinach_supr_m,00:00:01
9912,4343,hawaiian_s,00:00:01
9913,4343,ital_supr_m,00:00:01
9914,4343,napolitana_l,00:00:01
9915,4343,prsc_argla_m,00:00:01
9916,4344,pep_msh_pep_l,00:00:01
9917,4344,pepperoni_m,00:00:01
9918,4345,cali_ckn_m,00:00:01
9919,4345,napolitana_m,00:00:01
9920,4345,the_greek_s,00:00:01
9921,4346,cali_ckn_m,00:00:01
9922,4346,thai_ckn_m,00:00:01
9923,4347,brie_carre_s,00:00:01
9924,4348,veggie_veg_s,00:00:01
9925,4349,napolitana_l,00:00:01
9926,4350,cali_ckn_l,00:00:01
9927,4350,classic_dlx_m,00:00:01
9928,4350,five_cheese_l,00:00:01
9929,4350,spicy_ital_l,00:00:01
9930,4351,bbq_ckn_m,00:00:01
9931,4351,hawaiian_m,00:00:01
9932,4351,ital_supr_l,00:00:01
9933,4351,spinach_fet_s,00:00:01
9934,4352,big_meat_s,00:00:01
9935,4352,ckn_pesto_s,00:00:01
9936,4353,ital_veggie_l,00:00:01
9937,4354,spin_pesto_s,00:00:01
9938,4354,the_greek_xl,00:00:01
9939,4355,four_cheese_m,00:00:01
9940,4356,bbq_ckn_m,00:00:01
9941,4356,cali_ckn_m,00:00:01
9942,4356,napolitana_s,00:00:01
9943,4356,sicilian_s,00:00:02
9944,4357,bbq_ckn_m,00:00:01
9945,4357,big_meat_s,00:00:01
9946,4357,hawaiian_m,00:00:01
9947,4357,pep_msh_pep_l,00:00:01
9948,4358,classic_dlx_s,00:00:01
9949,4358,five_cheese_l,00:00:01
9950,4358,pepperoni_m,00:00:01
9951,4359,ital_supr_l,00:00:01
9952,4359,napolitana_s,00:00:01
9953,4359,veggie_veg_s,00:00:01
9954,4360,ital_supr_m,00:00:01
9955,4361,ital_cpcllo_l,00:00:01
9956,4362,calabrese_s,00:00:01
9957,4363,calabrese_m,00:00:02
9958,4363,four_cheese_l,00:00:01
9959,4363,green_garden_m,00:00:01
9960,4363,hawaiian_l,00:00:01
9961,4363,ital_supr_m,00:00:01
9962,4363,pepperoni_s,00:00:01
9963,4363,peppr_salami_s,00:00:01
9964,4363,spinach_fet_s,00:00:01
9965,4363,thai_ckn_s,00:00:01
9966,4363,the_greek_l,00:00:01
9967,4364,five_cheese_l,00:00:01
9968,4364,four_cheese_l,00:00:02
9969,4364,ital_cpcllo_l,00:00:01
9970,4364,ital_supr_m,00:00:02
9971,4364,mediterraneo_s,00:00:01
9972,4364,mexicana_s,00:00:02
9973,4364,spinach_fet_s,00:00:01
9974,4364,thai_ckn_l,00:00:01
9975,4365,ckn_pesto_m,00:00:01
9976,4365,veggie_veg_l,00:00:01
9977,4366,four_cheese_l,00:00:01
9978,4367,cali_ckn_m,00:00:01
9979,4368,bbq_ckn_l,00:00:01
9980,4369,pepperoni_l,00:00:01
9981,4369,spinach_fet_l,00:00:01
9982,4370,ital_cpcllo_m,00:00:01
9983,4371,big_meat_s,00:00:01
9984,4371,five_cheese_l,00:00:01
9985,4371,green_garden_s,00:00:01
9986,4372,big_meat_s,00:00:01
9987,4372,mexicana_l,00:00:01
9988,4372,pepperoni_m,00:00:01
